# loss loss_val
2.2393 2.1308
2.2291 2.1850
2.2193 2.1495
2.3205 2.2396
2.2266 2.1851
2.2412 2.1614
2.1348 2.2596
2.2107 2.2282
2.2755 2.1834
2.2618 2.1966
2.1828 2.2893
2.2255 2.1904
2.2979 2.2900
2.2018 2.1911
2.2225 2.2761
2.2593 2.2223
2.1804 2.1960
2.2988 2.1758
2.2072 2.2647
2.1960 2.2070
2.1542 2.2606
2.1834 2.1580
2.2065 2.1170
2.3337 2.2463
2.1753 2.1899
2.1961 2.2777
2.2128 2.2523
2.1259 2.1848
2.2126 2.1673
2.2366 2.1837
2.2202 2.2491
2.2186 2.2394
2.2283 2.1825
2.1672 2.1213
2.2577 2.2609
2.1136 2.1635
2.1968 2.1756
2.2502 2.2159
2.1970 2.2286
2.2515 2.2400
2.1229 2.2283
2.2474 2.1938
2.1724 2.1339
2.1923 2.2705
2.2247 2.2686
2.1591 2.2302
2.2899 2.2210
2.2761 2.2579
2.1984 2.2181
2.2566 2.1590
2.1757 2.2444
2.2025 2.2311
2.1205 2.2096
2.2342 2.2273
2.2017 2.2913
2.1751 2.2274
2.2313 2.2059
2.2011 2.2559
2.2442 2.1796
2.2566 2.2315
2.2223 2.1951
2.2395 2.2103
2.1617 2.1759
2.2263 2.2527
2.2823 2.1658
2.2264 2.1685
2.1651 2.2183
2.1575 2.2201
2.2040 2.3186
2.1661 2.2087
2.1499 2.2114
2.2263 2.2381
2.2035 2.1862
2.2318 2.1686
2.2833 2.2001
2.1820 2.3109
2.2302 2.1665
2.2200 2.2320
2.1229 2.2227
2.2815 2.1450
2.2386 2.1734
2.1645 2.2148
2.2796 2.1802
2.2958 2.2284
2.1906 2.2596
2.1980 2.2029
2.2150 2.2647
2.2317 2.2356
2.2771 2.2302
2.2210 2.1905
2.2461 2.2638
2.2029 2.1556
2.1574 2.1446
2.1643 2.2011
2.1614 2.2321
2.1752 2.2263
2.1833 2.2051
2.2174 2.2083
2.1569 2.2507
2.1338 2.2604
2.1061 2.2085
2.1787 2.2345
2.2652 2.2081
2.1289 2.2621
2.1944 2.1434
2.2304 2.2211
2.2351 2.1522
2.1596 2.2047
2.1762 2.2133
2.2055 2.1566
2.1782 2.1839
2.3305 2.2212
2.1545 2.2322
2.2776 2.2235
2.1971 2.1901
2.2818 2.2743
2.2435 2.2503
2.1916 2.2349
2.2406 2.2438
2.1981 2.2770
2.2673 2.1020
2.2343 2.2655
2.2005 2.1545
2.1924 2.1572
2.2904 2.1769
2.3121 2.1450
2.1869 2.2983
2.1687 2.2589
2.2401 2.2022
2.2120 2.1600
2.2393 2.1976
2.2927 2.2595
2.2297 2.2405
2.1573 2.2150
2.1835 2.1480
2.1598 2.1568
2.2397 2.2052
2.1960 2.2076
2.2594 2.1747
2.2120 2.1628
2.1948 2.2337
2.2226 2.1707
2.2039 2.2387
2.2324 2.1874
2.1785 2.2006
2.1950 2.2412
2.1678 2.1635
2.1587 2.2347
2.1390 2.1584
2.1831 2.2126
2.2259 2.1746
2.1878 2.2808
2.1528 2.1501
2.2524 2.3005
2.1356 2.0653
2.1698 2.1569
2.1988 2.1915
2.1770 2.1801
2.1382 2.2241
2.2522 2.2127
2.2190 2.1467
2.3247 2.2408
2.1668 2.1890
2.2262 2.2184
2.2956 2.2050
2.1946 2.1596
2.1992 2.1782
2.2527 2.2173
2.1602 2.1901
2.2048 2.1580
2.2151 2.2101
2.1942 2.1991
2.2349 2.2323
2.1394 2.1933
2.1778 2.1743
2.1382 2.1944
2.2126 2.1878
2.1535 2.1893
2.1207 2.0756
2.2265 2.2463
2.1802 2.2202
2.2163 2.1692
2.1788 2.1985
2.2086 2.1550
2.2114 2.2471
2.1606 2.2172
2.1914 2.2053
2.2364 2.2229
2.1905 2.1949
2.1578 2.1913
2.2098 2.2099
2.2181 2.2379
2.1854 2.1888
2.1666 2.1717
2.2244 2.1899
2.1309 2.2276
2.2287 2.1620
2.2241 2.1983
2.2598 2.2151
2.2463 2.1496
2.1477 2.1167
2.1983 2.2169
2.1704 2.2268
2.1763 2.2434
2.1821 2.2153
2.2118 2.2454
