# loss loss_val
2.2884 2.2875
2.2692 2.3231
2.2763 2.2401
2.2338 2.2333
2.2602 2.2173
2.3624 2.2415
2.2579 2.1940
2.3467 2.3052
2.2847 2.3368
2.1656 2.3072
2.2906 2.2847
2.2221 2.3665
2.2552 2.3078
2.2965 2.2766
2.2841 2.2055
2.2562 2.2993
2.2768 2.3287
2.2652 2.2444
2.2693 2.3673
2.2637 2.2222
2.2119 2.2622
2.2105 2.2283
2.2375 2.3461
2.1982 2.2227
2.2172 2.2859
2.3237 2.2960
2.2995 2.1795
2.3803 2.2693
2.2702 2.2632
2.2076 2.3125
2.2176 2.2225
2.2029 2.3415
2.2622 2.2718
2.2170 2.2251
2.2396 2.2607
2.1887 2.3075
2.2964 2.2150
2.2615 2.3207
2.2016 2.2864
2.3089 2.3509
2.2100 2.3091
2.2192 2.2195
2.2114 2.2080
2.3067 2.2374
2.2811 2.1950
2.1951 2.2013
2.2991 2.2469
2.1959 2.2994
2.2246 2.2858
2.2530 2.2619
2.2153 2.2871
2.2178 2.1612
2.2402 2.2461
2.1847 2.2136
2.3196 2.2955
2.2823 2.2314
2.2825 2.2929
2.2586 2.2795
2.2291 2.2581
2.3906 2.2660
2.2747 2.3132
2.2064 2.2206
2.1535 2.2373
2.2971 2.2119
2.2414 2.2935
2.2567 2.3207
2.1939 2.2346
2.1690 2.2620
2.1744 2.2403
2.2595 2.2548
2.2135 2.3872
2.2174 2.3035
2.2812 2.2530
2.2152 2.1787
2.2695 2.2619
2.2800 2.2817
2.2557 2.2422
2.3309 2.3506
2.2588 2.3160
2.1766 2.2729
2.2501 2.2712
2.2282 2.2983
2.2266 2.2586
2.0906 2.2426
2.2520 2.3759
2.2338 2.1599
2.2497 2.3259
2.2909 2.2579
2.2308 2.2459
2.1810 2.2656
2.2612 2.2872
2.2261 2.2693
2.2897 2.2000
2.2416 2.3046
2.2358 2.3115
2.2861 2.2915
2.2931 2.2401
2.2839 2.2918
2.2412 2.3381
2.2680 2.2670
2.2745 2.2661
2.2257 2.3167
2.2600 2.2191
2.1746 2.3235
2.2261 2.3459
2.2488 2.2784
2.2551 2.1813
2.1450 2.3403
2.2741 2.2491
2.2805 2.3366
2.2538 2.2082
2.2700 2.2393
2.1376 2.2867
2.1807 2.2362
2.2091 2.2799
2.1846 2.1917
2.3077 2.2714
2.2659 2.3226
2.2138 2.3049
2.2350 2.3156
2.2253 2.2551
2.2391 2.2219
2.2417 2.2292
2.2030 2.2542
2.2168 2.3050
2.2488 2.2094
2.2037 2.2605
2.2430 2.1969
2.2778 2.1985
2.1824 2.2006
2.2083 2.2412
2.2672 2.2698
2.2328 2.2581
2.2264 2.2026
2.2765 2.2725
2.2137 2.2573
2.3162 2.2058
2.2258 2.2100
2.2849 2.2655
2.3079 2.2635
2.2245 2.2743
2.2675 2.2437
2.2292 2.2451
2.2209 2.2902
2.1755 2.2214
2.2636 2.3337
2.2083 2.2328
2.1591 2.3452
2.2845 2.2465
2.2253 2.2797
2.2452 2.2336
2.1960 2.2463
2.2976 2.3235
2.2243 2.2949
2.1971 2.2449
2.2715 2.2522
2.3086 2.2406
2.2805 2.3097
2.2458 2.2093
2.2687 2.2393
2.2274 2.2843
2.2581 2.2198
2.2674 2.2634
2.1735 2.2974
2.3585 2.1935
2.2266 2.3010
2.2689 2.2773
2.2314 2.3415
2.3491 2.2888
2.2721 2.3143
2.2809 2.1899
2.1315 2.2144
2.3153 2.2707
2.2505 2.3044
2.1914 2.2305
2.2126 2.2190
2.1897 2.3292
2.2601 2.2168
2.1590 2.2704
2.2938 2.2481
2.2089 2.2658
2.1827 2.2311
2.2160 2.2688
2.2266 2.1860
2.1980 2.2663
2.1957 2.2577
2.2167 2.1923
2.2200 2.2117
2.2211 2.2246
2.2208 2.2157
2.2187 2.2128
2.2410 2.1937
2.2536 2.2602
2.2033 2.1595
2.2042 2.2138
2.1921 2.2713
2.2744 2.1946
2.2254 2.2523
2.1421 2.2234
2.2297 2.2597
2.2414 2.1873
2.2236 2.2465
2.2278 2.2233
2.2459 2.2514
2.2296 2.2537
2.2115 2.2728
2.2476 2.2290
2.2363 2.2747
2.1927 2.2425
2.2980 2.2601
2.2503 2.2736
2.2191 2.2165
2.1784 2.2065
2.2397 2.2574
2.2318 2.2382
2.2055 2.2872
2.2998 2.2724
2.2151 2.3195
2.2576 2.2343
2.2355 2.1221
2.2056 2.2376
2.1947 2.2479
2.3382 2.2778
2.2678 2.1795
2.2375 2.2331
2.2421 2.1238
2.2294 2.2271
2.2216 2.2459
2.3001 2.2275
2.2004 2.2759
2.2487 2.2992
2.1640 2.2021
2.2690 2.2482
2.2109 2.1615
2.2038 2.2418
2.2842 2.2140
2.3351 2.2543
2.1803 2.2750
2.1683 2.3022
2.2207 2.3036
2.3001 2.2066
2.1834 2.2307
2.1226 2.2223
2.2801 2.2284
2.2027 2.1560
2.2375 2.2619
2.1575 2.2099
2.2652 2.2742
2.2799 2.2073
2.1895 2.2417
2.2453 2.2596
2.2379 2.2358
2.1012 2.2978
2.2216 2.1962
2.2032 2.1911
2.2349 2.2602
2.1716 2.1705
2.2273 2.2209
2.2207 2.2720
2.2791 2.1618
2.2303 2.2237
2.1725 2.2762
2.2376 2.2796
2.1983 2.1650
2.2670 2.3234
2.2208 2.3276
2.2103 2.2084
2.1519 2.2336
2.3030 2.2786
2.2081 2.1776
2.2934 2.1869
2.2446 2.2081
2.2226 2.2650
2.2003 2.2623
2.2642 2.2228
2.1921 2.2197
2.2029 2.2703
2.2610 2.2817
2.2426 2.2216
2.2326 2.3014
2.2428 2.2841
2.2157 2.3027
2.3007 2.2299
2.2321 2.1821
2.2341 2.2979
2.2515 2.2474
2.2355 2.3292
2.1519 2.2692
2.2229 2.2320
2.1879 2.2177
2.2722 2.2472
2.2391 2.2125
2.2110 2.2947
2.1668 2.2058
2.1933 2.1761
2.1664 2.2189
2.2009 2.1529
2.2192 2.1977
2.1966 2.2396
2.3241 2.1826
2.2652 2.2135
2.1939 2.1695
2.2369 2.2901
2.2353 2.2537
2.2684 2.3000
2.1923 2.2896
2.1493 2.2422
2.2357 2.2001
2.2778 2.1648
2.2323 2.2298
2.1682 2.2396
2.2118 2.2358
2.2529 2.2610
2.2110 2.3186
2.1811 2.2835
2.1799 2.2672
2.2964 2.2721
2.2551 2.2123
2.2120 2.1543
2.1591 2.2451
2.2108 2.2834
2.2337 2.3097
2.2231 2.2492
2.2783 2.2456
2.2605 2.2640
2.2112 2.2372
2.2002 2.2129
2.1699 2.1576
2.2820 2.1985
2.1364 2.2410
2.2523 2.1974
2.2548 2.2432
2.1615 2.2443
2.1458 2.2626
2.2157 2.2870
2.1450 2.2996
2.1698 2.2793
2.2125 2.2072
2.2809 2.2500
2.1674 2.2121
2.1704 2.3080
2.2187 2.2911
2.2475 2.3006
2.2246 2.1974
2.2747 2.2287
2.1701 2.2499
2.2600 2.2620
2.2439 2.2906
2.3449 2.2664
2.2482 2.3121
2.2477 2.2640
2.2235 2.3077
2.1495 2.2050
2.1812 2.2088
2.2385 2.2379
2.2657 2.1919
2.1243 2.1663
2.2468 2.1737
2.2042 2.2601
2.2235 2.1769
2.2642 2.2374
2.2670 2.2629
2.1965 2.1988
2.2340 2.2520
2.1126 2.1981
2.1804 2.2691
2.2997 2.2473
2.1565 2.2754
2.1665 2.2382
2.2503 2.2124
2.1739 2.2600
2.2453 2.2305
2.1551 2.2439
2.2422 2.2016
2.2383 2.2979
2.2419 2.3257
2.2248 2.3186
2.2526 2.1007
2.2467 2.2220
2.2354 2.1752
2.2184 2.2534
2.2424 2.1808
2.3052 2.1537
2.2637 2.2418
2.1764 2.2324
2.1336 2.1855
2.1697 2.1855
2.1954 2.1965
2.1995 2.1885
2.2409 2.2352
2.1984 2.1491
2.1989 2.2304
2.1695 2.1884
2.2219 2.1972
2.2504 2.2964
2.3359 2.1948
2.1890 2.1394
2.3043 2.2854
2.2070 2.1193
2.2360 2.2385
2.1718 2.2131
2.2386 2.2165
2.2668 2.1801
2.2389 2.1947
2.2206 2.2670
2.2334 2.1675
2.1543 2.3101
2.3229 2.2275
2.2967 2.1620
2.2228 2.2723
2.1932 2.2194
2.2273 2.2410
2.2030 2.2445
2.2171 2.2597
2.2323 2.1986
2.2486 2.1745
2.1742 2.2168
2.2245 2.2139
2.1939 2.1401
2.1086 2.1802
2.2045 2.2157
2.2614 2.2532
2.2866 2.2512
2.2576 2.2848
2.2858 2.2522
2.1983 2.1774
2.2485 2.2004
2.1742 2.2282
2.2358 2.1504
2.2274 2.2215
2.2206 2.2415
2.2609 2.1896
2.2831 2.2601
2.1756 2.2328
2.2521 2.1612
2.2157 2.2478
2.1986 2.1967
2.2378 2.2759
2.2396 2.2123
2.1831 2.3224
2.3317 2.3026
2.1952 2.2577
2.3080 2.2425
2.2383 2.2850
2.3048 2.2424
2.2616 2.2548
2.2311 2.3077
2.2236 2.1778
2.2492 2.2370
2.2410 2.1612
2.2070 2.3082
2.2718 2.1831
2.1713 2.2335
2.2399 2.1839
2.1772 2.2424
2.2038 2.2211
2.2969 2.2369
2.1943 2.2417
2.2358 2.2383
2.1966 2.2091
2.2362 2.2149
2.2432 2.2945
2.1576 2.2425
2.2206 2.2526
2.2680 2.2415
2.2218 2.2284
2.2636 2.2406
2.1814 2.1631
2.1739 2.2217
2.1773 2.2067
2.1984 2.2437
2.1910 2.2407
2.2530 2.2901
2.1870 2.2225
2.2672 2.2089
2.1818 2.2744
2.2135 2.2044
2.2793 2.1353
2.1965 2.2159
2.2625 2.2269
2.1424 2.2407
2.2795 2.2520
2.1987 2.2834
2.2212 2.2441
2.1735 2.2016
2.2262 2.1076
2.1124 2.2384
2.1936 2.1993
2.0921 2.2539
2.2352 2.2344
2.1697 2.2179
2.2260 2.2221
2.2452 2.2628
2.3016 2.2485
2.2064 2.2179
2.1938 2.2066
2.2222 2.2001
2.2030 2.1721
2.2275 2.2853
2.1691 2.1928
2.1882 2.2685
2.2183 2.1989
2.1729 2.1821
2.1332 2.2489
2.2313 2.2117
2.1947 2.1801
2.2210 2.2325
2.2306 2.2253
2.2133 2.2613
2.2535 2.2873
2.3265 2.2245
2.2397 2.2796
2.2470 2.2381
2.2039 2.2508
2.2284 2.2411
2.2090 2.1966
2.2227 2.2012
2.1721 2.2834
2.1673 2.2438
2.2158 2.1878
2.1753 2.3265
2.2086 2.3285
2.0952 2.2078
2.1946 2.1841
2.2299 2.2154
2.2303 2.2185
2.2211 2.1956
2.2799 2.2591
2.2820 2.2407
2.2699 2.2695
2.1580 2.2162
2.2255 2.2235
2.2877 2.1863
2.2069 2.2853
2.2106 2.2275
2.2288 2.1902
2.2130 2.1886
2.2347 2.2177
2.2285 2.2101
2.1668 2.1961
2.1640 2.3094
2.1784 2.2209
2.2713 2.1681
2.2159 2.2414
2.2446 2.2069
2.2729 2.1779
2.2172 2.2289
2.2254 2.1780
2.2501 2.1649
2.2386 2.2492
2.2064 2.1991
2.2414 2.2069
2.3111 2.2346
2.1482 2.2366
2.2208 2.1850
2.3038 2.2974
2.1841 2.1632
2.2204 2.2562
2.1908 2.2462
2.2341 2.1654
2.2190 2.2889
2.2488 2.2718
2.2390 2.2208
2.3256 2.2723
2.2266 2.1723
2.2277 2.2534
2.1840 2.1929
2.2896 2.2113
2.2299 2.1995
2.1842 2.1672
2.2059 2.3306
2.2062 2.2635
2.2523 2.2354
2.1863 2.2305
2.2600 2.2138
2.2366 2.2342
2.1866 2.1792
2.1991 2.2163
2.2440 2.2376
2.2357 2.1435
2.2486 2.1774
2.2285 2.1754
2.2000 2.3143
2.2382 2.2321
2.2576 2.3324
2.2928 2.1871
2.2248 2.2531
2.1696 2.2899
2.2520 2.2103
2.2412 2.1616
2.1527 2.2534
2.2274 2.2496
2.2238 2.2387
2.2023 2.2339
2.1570 2.1395
2.2507 2.2287
2.1737 2.2473
2.1936 2.2473
2.2050 2.2404
2.1876 2.2209
2.2522 2.2093
2.1640 2.1822
2.2303 2.1746
2.1976 2.2713
2.1746 2.2604
2.1876 2.2384
2.2136 2.2219
2.2292 2.1878
2.2539 2.1799
2.2096 2.2101
2.2289 2.1846
2.2140 2.2414
2.2521 2.1796
2.2269 2.2526
2.2629 2.1873
2.1537 2.1803
2.2224 2.1867
2.1547 2.2707
2.1813 2.2638
2.1974 2.2378
2.2167 2.2932
2.2249 2.2271
2.2212 2.1862
2.2124 2.2379
2.1846 2.2228
2.1740 2.2644
2.1783 2.2848
2.2590 2.1571
2.2359 2.1626
2.2011 2.2552
2.1243 2.2312
2.1708 2.1452
2.2093 2.2109
2.1693 2.2560
2.1973 2.2662
2.2499 2.2063
2.2172 2.2554
2.1872 2.2347
2.2562 2.2585
2.1498 2.2111
2.1684 2.1394
2.2307 2.1200
2.1836 2.2126
2.2066 2.2291
2.1704 2.1924
2.2632 2.2763
2.2152 2.1708
2.2121 2.1750
2.2049 2.2162
2.2034 2.1880
2.1924 2.1969
2.1834 2.1746
2.1919 2.1910
2.1568 2.1968
2.1381 2.2178
2.1514 2.2417
2.2374 2.2083
2.1978 2.2495
2.2219 2.2141
2.2037 2.2299
2.2133 2.2089
2.2165 2.1814
2.2018 2.1568
2.1330 2.1707
2.2746 2.2665
2.2433 2.2572
2.2332 2.2824
2.2125 2.1660
2.1748 2.2457
2.2376 2.2001
2.2035 2.2292
2.1994 2.2127
2.1676 2.2114
2.1653 2.2766
2.2632 2.1979
2.2336 2.1841
2.1912 2.2735
2.2320 2.2312
2.1998 2.2422
2.2153 2.2310
2.1980 2.2168
2.2109 2.2148
2.2789 2.3060
2.1923 2.2279
2.2551 2.1427
2.2271 2.2217
2.2146 2.1829
2.1941 2.1386
2.2348 2.2386
2.2606 2.2535
2.1835 2.2868
2.1912 2.1826
2.1712 2.2362
2.1846 2.2020
2.1754 2.2295
2.1888 2.2125
2.1599 2.2020
2.1729 2.2251
2.2714 2.2315
2.1656 2.2528
2.2097 2.2507
2.2718 2.2440
2.2899 2.2243
2.2290 2.1868
2.2105 2.2433
2.2667 2.1659
2.2320 2.1829
2.2663 2.1692
2.2161 2.2246
2.2695 2.1390
2.2236 2.2810
2.2475 2.2409
2.2162 2.3098
2.2261 2.2005
2.2459 2.2358
2.2142 2.1591
2.2259 2.2323
2.2382 2.2439
2.1665 2.2271
2.2494 2.1862
2.2412 2.2926
2.2148 2.2579
2.2319 2.3462
2.2524 2.2885
2.2144 2.1960
2.2354 2.1973
2.2281 2.2742
2.1295 2.1663
2.2750 2.1403
2.2200 2.2707
2.2535 2.2339
2.2378 2.2546
2.2209 2.1742
2.2229 2.2341
2.3289 2.2337
2.1602 2.2372
2.1942 2.1918
2.2486 2.1925
2.1788 2.1722
2.1815 2.1782
2.1710 2.2385
2.2210 2.2642
2.2269 2.2465
2.1616 2.2807
2.2006 2.1435
2.1867 2.2243
2.2095 2.1698
2.1318 2.1861
2.2016 2.1770
2.1936 2.2447
2.1745 2.1719
2.1146 2.2428
2.1557 2.1753
2.2108 2.2481
2.2314 2.1724
2.2239 2.1859
2.2176 2.1837
2.1949 2.1993
2.1674 2.2833
2.2303 2.2996
2.2525 2.2014
2.2492 2.2912
2.1937 2.2216
2.2873 2.2314
2.1563 2.1886
2.1823 2.1584
2.1971 2.2255
2.2695 2.3081
2.2121 2.1893
2.1652 2.2143
2.2299 2.1945
2.2262 2.1605
2.2049 2.1628
2.1974 2.1920
2.2866 2.1751
2.2104 2.2180
2.2838 2.2057
2.2648 2.2289
2.2070 2.2051
2.2514 2.1967
2.2720 2.2381
2.2327 2.2214
2.1827 2.1789
2.2331 2.2460
2.2073 2.2156
2.2926 2.2530
2.2091 2.1518
2.2251 2.1797
2.1663 2.1933
2.1535 2.2284
2.2030 2.2174
2.2793 2.2486
2.2428 2.2280
2.1556 2.1923
2.2136 2.2627
2.1671 2.2711
2.1550 2.2216
2.2517 2.1311
2.2123 2.2139
2.2689 2.1117
2.2123 2.1843
2.1723 2.2406
2.2255 2.1290
2.1420 2.2145
2.2127 2.2812
2.2185 2.2253
2.2307 2.2285
2.2408 2.2573
2.1513 2.2577
2.2579 2.1988
2.1848 2.2246
2.1814 2.2527
2.1730 2.2177
2.1869 2.2585
2.2605 2.2333
2.3132 2.2148
2.1673 2.1874
2.2818 2.3073
2.1916 2.1269
2.2056 2.2058
2.1230 2.1710
2.1841 2.2271
2.2151 2.2500
2.1494 2.1981
2.2649 2.2115
2.1775 2.2930
2.3167 2.1921
2.2313 2.1691
2.2308 2.2060
2.2641 2.1893
2.1640 2.2165
2.2615 2.1667
2.2821 2.2516
2.2602 2.1768
2.1916 2.1590
2.1886 2.2288
2.2096 2.1591
2.1550 2.2470
2.1701 2.2859
2.2151 2.3222
2.1937 2.3304
2.2432 2.2225
2.2848 2.1955
2.2095 2.2335
2.2115 2.2459
2.2037 2.1935
2.1913 2.2149
2.2237 2.2604
2.2922 2.2320
2.1619 2.2337
2.2814 2.2815
2.3180 2.1593
2.2067 2.1900
2.1857 2.0997
2.2377 2.1843
2.1984 2.1751
2.2467 2.2441
2.3013 2.2042
2.2285 2.2501
2.2137 2.1836
2.1658 2.2218
2.1636 2.2381
2.1370 2.2496
2.1908 2.2073
2.1812 2.2067
2.2112 2.2154
2.1586 2.1959
2.1406 2.2206
2.1096 2.1409
2.1598 2.1893
2.2041 2.2431
2.1930 2.2263
2.1682 2.2409
2.2147 2.1843
2.2639 2.1978
2.1893 2.2431
2.1966 2.2269
2.1628 2.1793
2.1629 2.2239
2.3625 2.2395
2.1415 2.1902
2.2878 2.2410
2.1941 2.1407
2.2897 2.2115
2.2542 2.1679
2.2330 2.2320
2.2198 2.2291
2.2157 2.1968
2.2298 2.1474
2.2581 2.1879
2.1981 2.1149
2.1717 2.1778
2.2542 2.1864
2.3098 2.2456
2.2034 2.1682
2.1392 2.2471
2.2236 2.2667
2.2021 2.1813
2.2480 2.2024
2.2746 2.1358
2.2538 2.2495
2.1885 2.2116
2.1820 2.2610
2.1299 2.1943
2.2368 2.2424
2.1968 2.2219
2.2237 2.2257
2.2131 2.1960
2.2163 2.1912
2.2259 2.2337
2.1111 2.1987
2.2664 2.2197
2.1821 2.2049
2.1887 2.1785
2.1623 2.2381
2.1818 2.2254
2.1225 2.2374
2.1867 2.1818
2.2626 2.2383
2.1768 2.1930
2.1549 2.2472
2.1986 2.1825
2.1720 2.2713
2.1259 2.1898
2.2257 2.2540
2.1902 2.3136
2.1139 2.2074
2.2529 2.1738
2.2098 2.1747
2.2690 2.1609
2.2087 2.2132
2.2424 2.2445
2.2008 2.1868
2.2248 2.1930
2.2515 2.1953
2.2501 2.2009
2.1742 2.2275
2.1593 2.2537
2.2584 2.1923
2.1625 2.2081
2.2678 2.2111
2.1511 2.2317
2.1642 2.1966
2.1841 2.2210
2.1860 2.2162
2.1097 2.1609
2.1743 2.2208
2.2119 2.1751
2.2037 2.2154
2.2266 2.2185
2.2034 2.1902
2.2090 2.1304
2.1831 2.1994
2.2000 2.2094
2.1791 2.2405
2.2579 2.2126
2.2099 2.1822
2.1914 2.2940
2.2025 2.1481
2.2338 2.1756
2.2187 2.2201
2.1838 2.2194
2.2417 2.2161
2.1490 2.2675
2.2426 2.2259
2.2231 2.1485
2.2473 2.2490
2.2909 2.2172
2.1637 2.2020
2.1988 2.1535
2.1829 2.2446
2.2213 2.1407
2.1949 2.2094
2.2129 2.2058
2.2588 2.2308
2.1909 2.1698
2.2076 2.2155
2.2778 2.2174
2.1982 2.2239
2.1610 2.2617
2.1922 2.1896
2.2553 2.2415
2.1672 2.1842
2.2167 2.2694
2.2166 2.2350
2.2191 2.1886
2.1707 2.2216
2.1998 2.2353
2.1981 2.3108
2.2115 2.1799
2.2402 2.1911
2.1645 2.2601
2.2196 2.2341
2.1726 2.1904
2.1999 2.1600
2.2921 2.2042
2.1942 2.1729
2.2192 2.2077
2.1790 2.2195
2.2779 2.2290
2.1918 2.1635
2.2108 2.1399
2.2326 2.2075
2.2016 2.2850
2.2201 2.2205
2.2408 2.1895
2.2037 2.1800
2.1869 2.2465
2.2260 2.2032
2.2624 2.2296
2.1323 2.2004
2.2153 2.1831
2.2194 2.1585
2.2317 2.1832
2.1847 2.1716
2.1183 2.2495
2.1946 2.2811
2.1792 2.2017
2.1123 2.1795
2.1820 2.1475
2.2793 2.2379
2.2673 2.1793
2.2179 2.1748
2.2367 2.2727
2.2050 2.1897
2.2442 2.2019
2.2259 2.2115
2.2293 2.1296
2.1119 2.1474
2.2002 2.2617
2.2143 2.2309
2.2225 2.1880
2.2118 2.2542
2.2359 2.1901
2.2009 2.1786
2.2923 2.2068
2.2825 2.1698
2.1573 2.2069
2.2658 2.2211
